After 29000 sentences: Train Accuracy = 0.9738, Dev Accuracy = 0.9468, Time = 3.04s, Estimated Time Left = 53.62s
After 29500 sentences: Train Accuracy = 0.9771, Dev Accuracy = 0.9462, Time = 3.04s, Estimated Time Left = 50.61s
After 30000 sentences: Train Accuracy = 0.9770, Dev Accuracy = 0.9466, Time = 3.04s, Estimated Time Left = 47.57s
After 30500 sentences: Train Accuracy = 0.9732, Dev Accuracy = 0.9469, Time = 3.04s, Estimated Time Left = 44.55s
After 31000 sentences: Train Accuracy = 0.9750, Dev Accuracy = 0.9475, Time = 3.04s, Estimated Time Left = 41.53s
After 31500 sentences: Train Accuracy = 0.9745, Dev Accuracy = 0.9464, Time = 3.04s, Estimated Time Left = 38.51s
After 32000 sentences: Train Accuracy = 0.9758, Dev Accuracy = 0.9473, Time = 3.04s, Estimated Time Left = 35.47s
After 32500 sentences: Train Accuracy = 0.9751, Dev Accuracy = 0.9470, Time = 3.04s, Estimated Time Left = 32.43s
After 33000 sentences: Train Accuracy = 0.9784, Dev Accuracy = 0.9470, Time = 3.04s, Estimated Time Left = 29.40s
After 33500 sentences: Train Accuracy = 0.9745, Dev Accuracy = 0.9474, Time = 3.04s, Estimated Time Left = 26.36s
After 34000 sentences: Train Accuracy = 0.9748, Dev Accuracy = 0.9473, Time = 3.04s, Estimated Time Left = 23.33s
After 34500 sentences: Train Accuracy = 0.9760, Dev Accuracy = 0.9467, Time = 3.05s, Estimated Time Left = 20.29s
After 35000 sentences: Train Accuracy = 0.9769, Dev Accuracy = 0.9465, Time = 3.05s, Estimated Time Left = 17.26s
After 35500 sentences: Train Accuracy = 0.9784, Dev Accuracy = 0.9467, Time = 3.05s, Estimated Time Left = 14.21s
After 36000 sentences: Train Accuracy = 0.9763, Dev Accuracy = 0.9464, Time = 3.04s, Estimated Time Left = 11.16s
After 36500 sentences: Train Accuracy = 0.9756, Dev Accuracy = 0.9465, Time = 3.04s, Estimated Time Left = 8.11s
After 37000 sentences: Train Accuracy = 0.9791, Dev Accuracy = 0.9469, Time = 3.05s, Estimated Time Left = 5.07s
After 37500 sentences: Train Accuracy = 0.9712, Dev Accuracy = 0.9469, Time = 3.05s, Estimated Time Left = 2.02s
Epoch 2: Train Loss = 118.6788, Dev Loss = 143.5239
Epoch 2: Loss = 143.5239
After 500 sentences: Train Accuracy = 0.9754, Dev Accuracy = 0.9469, Time = 3.11s, Estimated Time Left = 232.22s
After 1000 sentences: Train Accuracy = 0.9719, Dev Accuracy = 0.9468, Time = 3.10s, Estimated Time Left = 228.52s
After 1500 sentences: Train Accuracy = 0.9700, Dev Accuracy = 0.9471, Time = 3.12s, Estimated Time Left = 226.91s
After 2000 sentences: Train Accuracy = 0.9796, Dev Accuracy = 0.9467, Time = 3.12s, Estimated Time Left = 223.94s
After 2500 sentences: Train Accuracy = 0.9721, Dev Accuracy = 0.9468, Time = 3.10s, Estimated Time Left = 219.36s
After 3000 sentences: Train Accuracy = 0.9700, Dev Accuracy = 0.9477, Time = 3.14s, Estimated Time Left = 218.68s
After 3500 sentences: Train Accuracy = 0.9796, Dev Accuracy = 0.9465, Time = 3.14s, Estimated Time Left = 215.61s
After 4000 sentences: Train Accuracy = 0.9754, Dev Accuracy = 0.9468, Time = 3.14s, Estimated Time Left = 212.29s
After 4500 sentences: Train Accuracy = 0.9774, Dev Accuracy = 0.9475, Time = 3.13s, Estimated Time Left = 208.50s
After 5000 sentences: Train Accuracy = 0.9763, Dev Accuracy = 0.9478, Time = 3.12s, Estimated Time Left = 205.04s
After 5500 sentences: Train Accuracy = 0.9755, Dev Accuracy = 0.9467, Time = 3.13s, Estimated Time Left = 202.54s
After 6000 sentences: Train Accuracy = 0.9743, Dev Accuracy = 0.9479, Time = 3.13s, Estimated Time Left = 199.23s
After 6500 sentences: Train Accuracy = 0.9777, Dev Accuracy = 0.9463, Time = 3.11s, Estimated Time Left = 195.13s
After 7000 sentences: Train Accuracy = 0.9780, Dev Accuracy = 0.9468, Time = 3.12s, Estimated Time Left = 192.12s
After 7500 sentences: Train Accuracy = 0.9716, Dev Accuracy = 0.9466, Time = 3.11s, Estimated Time Left = 188.79s
After 8000 sentences: Train Accuracy = 0.9735, Dev Accuracy = 0.9464, Time = 3.11s, Estimated Time Left = 185.68s
After 8500 sentences: Train Accuracy = 0.9790, Dev Accuracy = 0.9466, Time = 3.10s, Estimated Time Left = 182.02s
After 9000 sentences: Train Accuracy = 0.9762, Dev Accuracy = 0.9464, Time = 3.10s, Estimated Time Left = 178.57s
After 9500 sentences: Train Accuracy = 0.9744, Dev Accuracy = 0.9467, Time = 3.10s, Estimated Time Left = 175.93s
After 10000 sentences: Train Accuracy = 0.9767, Dev Accuracy = 0.9470, Time = 3.11s, Estimated Time Left = 172.88s
After 10500 sentences: Train Accuracy = 0.9770, Dev Accuracy = 0.9466, Time = 3.11s, Estimated Time Left = 169.95s
After 11000 sentences: Train Accuracy = 0.9762, Dev Accuracy = 0.9467, Time = 3.11s, Estimated Time Left = 166.85s
After 11500 sentences: Train Accuracy = 0.9790, Dev Accuracy = 0.9469, Time = 3.11s, Estimated Time Left = 164.04s
After 12000 sentences: Train Accuracy = 0.9774, Dev Accuracy = 0.9468, Time = 3.12s, Estimated Time Left = 160.95s
After 12500 sentences: Train Accuracy = 0.9762, Dev Accuracy = 0.9463, Time = 3.11s, Estimated Time Left = 157.76s
After 13000 sentences: Train Accuracy = 0.9719, Dev Accuracy = 0.9469, Time = 3.11s, Estimated Time Left = 154.63s
After 13500 sentences: Train Accuracy = 0.9794, Dev Accuracy = 0.9464, Time = 3.12s, Estimated Time Left = 151.71s
After 14000 sentences: Train Accuracy = 0.9730, Dev Accuracy = 0.9474, Time = 3.12s, Estimated Time Left = 148.50s
After 14500 sentences: Train Accuracy = 0.9743, Dev Accuracy = 0.9464, Time = 3.11s, Estimated Time Left = 145.34s
After 15000 sentences: Train Accuracy = 0.9729, Dev Accuracy = 0.9468, Time = 3.11s, Estimated Time Left = 142.17s
After 15500 sentences: Train Accuracy = 0.9762, Dev Accuracy = 0.9476, Time = 3.12s, Estimated Time Left = 139.14s
After 16000 sentences: Train Accuracy = 0.9760, Dev Accuracy = 0.9468, Time = 3.11s, Estimated Time Left = 135.96s
After 16500 sentences: Train Accuracy = 0.9757, Dev Accuracy = 0.9466, Time = 3.11s, Estimated Time Left = 132.74s
After 17000 sentences: Train Accuracy = 0.9706, Dev Accuracy = 0.9462, Time = 3.11s, Estimated Time Left = 129.57s
After 17500 sentences: Train Accuracy = 0.9721, Dev Accuracy = 0.9467, Time = 3.11s, Estimated Time Left = 126.41s
After 18000 sentences: Train Accuracy = 0.9785, Dev Accuracy = 0.9473, Time = 3.11s, Estimated Time Left = 123.23s
After 18500 sentences: Train Accuracy = 0.9773, Dev Accuracy = 0.9479, Time = 3.11s, Estimated Time Left = 120.18s
After 19000 sentences: Train Accuracy = 0.9726, Dev Accuracy = 0.9466, Time = 3.11s, Estimated Time Left = 117.09s
After 19500 sentences: Train Accuracy = 0.9698, Dev Accuracy = 0.9467, Time = 3.11s, Estimated Time Left = 113.99s
After 20000 sentences: Train Accuracy = 0.9754, Dev Accuracy = 0.9469, Time = 3.11s, Estimated Time Left = 110.98s
After 20500 sentences: Train Accuracy = 0.9733, Dev Accuracy = 0.9474, Time = 3.11s, Estimated Time Left = 107.86s
After 21000 sentences: Train Accuracy = 0.9791, Dev Accuracy = 0.9460, Time = 3.11s, Estimated Time Left = 104.83s
After 21500 sentences: Train Accuracy = 0.9722, Dev Accuracy = 0.9465, Time = 3.11s, Estimated Time Left = 101.74s
After 22000 sentences: Train Accuracy = 0.9803, Dev Accuracy = 0.9472, Time = 3.11s, Estimated Time Left = 98.57s
After 22500 sentences: Train Accuracy = 0.9709, Dev Accuracy = 0.9466, Time = 3.11s, Estimated Time Left = 95.49s
After 23000 sentences: Train Accuracy = 0.9794, Dev Accuracy = 0.9469, Time = 3.11s, Estimated Time Left = 92.32s
After 23500 sentences: Train Accuracy = 0.9765, Dev Accuracy = 0.9472, Time = 3.11s, Estimated Time Left = 89.19s
After 24000 sentences: Train Accuracy = 0.9744, Dev Accuracy = 0.9464, Time = 3.11s, Estimated Time Left = 86.09s
After 24500 sentences: Train Accuracy = 0.9780, Dev Accuracy = 0.9473, Time = 3.11s, Estimated Time Left = 83.01s
After 25000 sentences: Train Accuracy = 0.9748, Dev Accuracy = 0.9471, Time = 3.11s, Estimated Time Left = 79.92s
After 25500 sentences: Train Accuracy = 0.9814, Dev Accuracy = 0.9469, Time = 3.11s, Estimated Time Left = 76.79s
After 26000 sentences: Train Accuracy = 0.9742, Dev Accuracy = 0.9466, Time = 3.11s, Estimated Time Left = 73.64s
After 26500 sentences: Train Accuracy = 0.9741, Dev Accuracy = 0.9461, Time = 3.11s, Estimated Time Left = 70.57s
After 27000 sentences: Train Accuracy = 0.9744, Dev Accuracy = 0.9465, Time = 3.11s, Estimated Time Left = 67.45s
After 27500 sentences: Train Accuracy = 0.9739, Dev Accuracy = 0.9469, Time = 3.11s, Estimated Time Left = 64.35s
After 28000 sentences: Train Accuracy = 0.9766, Dev Accuracy = 0.9471, Time = 3.11s, Estimated Time Left = 61.23s
After 28500 sentences: Train Accuracy = 0.9776, Dev Accuracy = 0.9469, Time = 3.11s, Estimated Time Left = 58.10s
After 29000 sentences: Train Accuracy = 0.9737, Dev Accuracy = 0.9473, Time = 3.11s, Estimated Time Left = 54.98s
After 29500 sentences: Train Accuracy = 0.9727, Dev Accuracy = 0.9465, Time = 3.11s, Estimated Time Left = 51.85s
After 30000 sentences: Train Accuracy = 0.9746, Dev Accuracy = 0.9464, Time = 3.11s, Estimated Time Left = 48.69s
After 30500 sentences: Train Accuracy = 0.9758, Dev Accuracy = 0.9472, Time = 3.11s, Estimated Time Left = 45.56s
After 31000 sentences: Train Accuracy = 0.9757, Dev Accuracy = 0.9469, Time = 3.11s, Estimated Time Left = 42.44s
After 31500 sentences: Train Accuracy = 0.9766, Dev Accuracy = 0.9466, Time = 3.11s, Estimated Time Left = 39.34s
After 32000 sentences: Train Accuracy = 0.9786, Dev Accuracy = 0.9469, Time = 3.11s, Estimated Time Left = 36.24s
After 32500 sentences: Train Accuracy = 0.9726, Dev Accuracy = 0.9464, Time = 3.11s, Estimated Time Left = 33.12s
After 33000 sentences: Train Accuracy = 0.9756, Dev Accuracy = 0.9472, Time = 3.11s, Estimated Time Left = 30.01s
After 33500 sentences: Train Accuracy = 0.9715, Dev Accuracy = 0.9469, Time = 3.10s, Estimated Time Left = 26.90s
After 34000 sentences: Train Accuracy = 0.9726, Dev Accuracy = 0.9464, Time = 3.10s, Estimated Time Left = 23.78s
After 34500 sentences: Train Accuracy = 0.9736, Dev Accuracy = 0.9468, Time = 3.10s, Estimated Time Left = 20.67s
After 35000 sentences: Train Accuracy = 0.9746, Dev Accuracy = 0.9463, Time = 3.10s, Estimated Time Left = 17.56s
After 35500 sentences: Train Accuracy = 0.9777, Dev Accuracy = 0.9471, Time = 3.10s, Estimated Time Left = 14.47s
After 36000 sentences: Train Accuracy = 0.9779, Dev Accuracy = 0.9463, Time = 3.10s, Estimated Time Left = 11.37s
After 36500 sentences: Train Accuracy = 0.9775, Dev Accuracy = 0.9475, Time = 3.10s, Estimated Time Left = 8.27s
After 37000 sentences: Train Accuracy = 0.9750, Dev Accuracy = 0.9465, Time = 3.10s, Estimated Time Left = 5.16s
